{20} -> {17} (conf: 0.921, supp: 0.275, lift: 2.972, conv: 8.698)
{23} -> {18} (conf: 0.918, supp: 0.269, lift: 3.093, conv: 8.555)
{18} -> {23} (conf: 0.906, supp: 0.269, lift: 3.093, conv: 7.548)
{24} -> {18} (conf: 0.925, supp: 0.269, lift: 3.117, conv: 9.378)
{18} -> {24} (conf: 0.906, supp: 0.269, lift: 3.117, conv: 7.519)
{27} -> {18} (conf: 0.905, supp: 0.255, lift: 3.050, conv: 7.411)
{27} -> {21} (conf: 0.911, supp: 0.257, lift: 3.191, conv: 8.064)
{21} -> {27} (conf: 0.901, supp: 0.257, lift: 3.191, conv: 7.238)
{27} -> {24} (conf: 0.916, supp: 0.258, lift: 3.151, conv: 8.411)
{27} -> {25} (conf: 0.909, supp: 0.257, lift: 3.174, conv: 7.860)
{52} -> {49} (conf: 0.923, supp: 0.166, lift: 5.075, conv: 10.580)
{49} -> {52} (conf: 0.914, supp: 0.166, lift: 5.075, conv: 9.525)
{56} -> {52} (conf: 0.914, supp: 0.161, lift: 5.075, conv: 9.525)
{1, 17, 18, 23} -> {27} (conf: 0.924, supp: 0.107, lift: 3.273, conv: 9.424)
{1, 17, 24, 25} -> {18} (conf: 0.956, supp: 0.107, lift: 3.222, conv: 16.059)
{1, 17, 18, 25} -> {24} (conf: 0.961, supp: 0.107, lift: 3.308, conv: 18.204)
{1, 17, 18, 24} -> {25} (conf: 0.919, supp: 0.107, lift: 3.208, conv: 8.797)
{1, 17, 24, 27} -> {18} (conf: 0.958, supp: 0.109, lift: 3.226, conv: 16.552)
{1, 17, 18, 27} -> {24} (conf: 0.967, supp: 0.109, lift: 3.329, conv: 21.730)
{1, 17, 18, 24} -> {27} (conf: 0.938, supp: 0.109, lift: 3.321, conv: 11.487)
{1, 17, 25, 27} -> {18} (conf: 0.938, supp: 0.107, lift: 3.162, conv: 11.429)
{1, 17, 18, 27} -> {25} (conf: 0.950, supp: 0.107, lift: 3.318, conv: 14.400)
{1, 17, 18, 25} -> {27} (conf: 0.963, supp: 0.107, lift: 3.413, conv: 19.599)
{1, 20, 21, 23} -> {17} (conf: 0.971, supp: 0.102, lift: 3.134, conv: 23.670)
{1, 17, 21, 23} -> {20} (conf: 0.915, supp: 0.102, lift: 3.064, conv: 8.240)
{1, 17, 20, 23} -> {21} (conf: 0.903, supp: 0.102, lift: 3.163, conv: 7.394)
{1, 17, 20, 21} -> {23} (conf: 0.912, supp: 0.102, lift: 3.113, conv: 8.073)
{1, 20, 21, 24} -> {17} (conf: 0.971, supp: 0.104, lift: 3.133, conv: 23.452)
{1, 17, 21, 24} -> {20} (conf: 0.913, supp: 0.104, lift: 3.057, conv: 8.049)
{1, 17, 20, 24} -> {21} (conf: 0.928, supp: 0.104, lift: 3.248, conv: 9.867)
{1, 17, 20, 21} -> {24} (conf: 0.931, supp: 0.104, lift: 3.205, conv: 10.329)
{1, 20, 21} -> {17, 24} (conf: 0.900, supp: 0.104, lift: 6.145, conv: 8.562)
{1, 20, 21, 25} -> {17} (conf: 0.970, supp: 0.102, lift: 3.131, conv: 22.871)
{1, 17, 21, 25} -> {20} (conf: 0.915, supp: 0.102, lift: 3.063, conv: 8.215)
{1, 17, 20, 25} -> {21} (conf: 0.909, supp: 0.102, lift: 3.184, conv: 7.889)
{1, 17, 20, 21} -> {25} (conf: 0.913, supp: 0.102, lift: 3.187, conv: 8.195)
{1, 20, 21, 27} -> {17} (conf: 0.970, supp: 0.105, lift: 3.133, conv: 23.307)
{1, 17, 21, 27} -> {20} (conf: 0.912, supp: 0.105, lift: 3.056, conv: 8.006)
{1, 17, 20, 27} -> {21} (conf: 0.943, supp: 0.105, lift: 3.303, conv: 12.592)
{1, 17, 20, 21} -> {27} (conf: 0.936, supp: 0.105, lift: 3.317, conv: 11.272)
{1, 20, 27} -> {17, 21} (conf: 0.913, supp: 0.105, lift: 6.286, conv: 9.823)
{1, 20, 21} -> {17, 27} (conf: 0.905, supp: 0.105, lift: 6.236, conv: 9.014)
{1, 20, 23, 24} -> {17} (conf: 0.971, supp: 0.104, lift: 3.135, conv: 23.994)
{1, 17, 23, 24} -> {20} (conf: 0.914, supp: 0.104, lift: 3.061, conv: 8.156)
{1, 17, 20, 24} -> {23} (conf: 0.922, supp: 0.104, lift: 3.145, conv: 9.018)
{1, 17, 20, 23} -> {24} (conf: 0.916, supp: 0.104, lift: 3.153, conv: 8.457)
{1, 20, 23, 27} -> {17} (conf: 0.971, supp: 0.101, lift: 3.134, conv: 23.754)
{1, 17, 23, 27} -> {20} (conf: 0.913, supp: 0.101, lift: 3.059, conv: 8.102)
{1, 17, 20, 27} -> {23} (conf: 0.911, supp: 0.101, lift: 3.109, conv: 7.968)
{1, 20, 24, 25} -> {17} (conf: 0.970, supp: 0.102, lift: 3.131, conv: 22.949)
{1, 17, 24, 25} -> {20} (conf: 0.911, supp: 0.102, lift: 3.051, conv: 7.873)
{1, 17, 20, 25} -> {24} (conf: 0.907, supp: 0.102, lift: 3.123, conv: 7.651)
{1, 17, 20, 24} -> {25} (conf: 0.907, supp: 0.102, lift: 3.167, conv: 7.683)
{1, 20, 24, 27} -> {17} (conf: 0.970, supp: 0.104, lift: 3.132, conv: 23.229)
{1, 17, 24, 27} -> {20} (conf: 0.911, supp: 0.104, lift: 3.049, conv: 7.845)
{1, 17, 20, 27} -> {24} (conf: 0.935, supp: 0.104, lift: 3.216, conv: 10.833)
{1, 17, 20, 24} -> {27} (conf: 0.924, supp: 0.104, lift: 3.273, conv: 9.436)
{1, 20, 27} -> {17, 24} (conf: 0.905, supp: 0.104, lift: 6.173, conv: 8.938)
{1, 20, 25, 27} -> {17} (conf: 0.971, supp: 0.104, lift: 3.134, conv: 23.546)
{1, 17, 25, 27} -> {20} (conf: 0.910, supp: 0.104, lift: 3.049, conv: 7.822)
{1, 17, 20, 27} -> {25} (conf: 0.937, supp: 0.104, lift: 3.269, conv: 11.243)
{1, 17, 20, 25} -> {27} (conf: 0.926, supp: 0.104, lift: 3.281, conv: 9.710)
{1, 20, 27} -> {17, 25} (conf: 0.906, supp: 0.104, lift: 6.167, conv: 9.120)
{1, 17, 23, 24} -> {21} (conf: 0.945, supp: 0.107, lift: 3.310, conv: 13.075)
{1, 17, 21, 24} -> {23} (conf: 0.938, supp: 0.107, lift: 3.201, conv: 11.418)
{1, 17, 21, 23} -> {24} (conf: 0.960, supp: 0.107, lift: 3.303, conv: 17.568)
{1, 17, 23, 25} -> {21} (conf: 0.955, supp: 0.104, lift: 3.345, conv: 16.029)
{1, 17, 21, 25} -> {23} (conf: 0.930, supp: 0.104, lift: 3.172, conv: 10.030)
{1, 17, 21, 23} -> {25} (conf: 0.930, supp: 0.104, lift: 3.248, conv: 10.237)
{1, 17, 23, 27} -> {21} (conf: 0.964, supp: 0.107, lift: 3.375, conv: 19.783)
{1, 17, 21, 27} -> {23} (conf: 0.930, supp: 0.107, lift: 3.174, conv: 10.120)
{1, 17, 21, 23} -> {27} (conf: 0.957, supp: 0.107, lift: 3.391, conv: 16.732)
{1, 17, 24, 25} -> {21} (conf: 0.953, supp: 0.107, lift: 3.336, conv: 15.157)
{1, 17, 21, 25} -> {24} (conf: 0.954, supp: 0.107, lift: 3.285, conv: 15.579)
{1, 17, 21, 24} -> {25} (conf: 0.934, supp: 0.107, lift: 3.260, conv: 10.783)
{1, 17, 24, 27} -> {21} (conf: 0.961, supp: 0.110, lift: 3.365, conv: 18.376)
{1, 17, 21, 27} -> {24} (conf: 0.954, supp: 0.110, lift: 3.284, conv: 15.449)
{1, 17, 21, 24} -> {27} (conf: 0.960, supp: 0.110, lift: 3.400, conv: 17.812)
{1, 17, 25, 27} -> {21} (conf: 0.949, supp: 0.109, lift: 3.322, conv: 13.948)
{1, 17, 21, 27} -> {25} (conf: 0.944, supp: 0.109, lift: 3.296, conv: 12.775)
{1, 17, 21, 25} -> {27} (conf: 0.971, supp: 0.109, lift: 3.439, conv: 24.497)
{1, 17, 24, 25} -> {23} (conf: 0.934, supp: 0.105, lift: 3.188, conv: 10.762)
{1, 17, 23, 25} -> {24} (conf: 0.962, supp: 0.105, lift: 3.311, conv: 18.654)
{1, 17, 23, 24} -> {25} (conf: 0.923, supp: 0.105, lift: 3.221, conv: 9.236)
{1, 17, 24, 27} -> {23} (conf: 0.938, supp: 0.107, lift: 3.199, conv: 11.311)
{1, 17, 23, 27} -> {24} (conf: 0.964, supp: 0.107, lift: 3.319, conv: 19.925)
{1, 17, 23, 24} -> {27} (conf: 0.943, supp: 0.107, lift: 3.342, conv: 12.676)
{1, 17, 25, 27} -> {23} (conf: 0.920, supp: 0.105, lift: 3.139, conv: 8.816)
{1, 17, 23, 27} -> {25} (conf: 0.949, supp: 0.105, lift: 3.311, conv: 13.864)
{1, 17, 23, 25} -> {27} (conf: 0.967, supp: 0.105, lift: 3.427, conv: 21.951)
{1, 17, 25, 27} -> {24} (conf: 0.947, supp: 0.108, lift: 3.259, conv: 13.381)
{1, 17, 24, 27} -> {25} (conf: 0.949, supp: 0.108, lift: 3.314, conv: 14.077)
{1, 17, 24, 25} -> {27} (conf: 0.967, supp: 0.108, lift: 3.426, conv: 21.909)
{1, 20, 21, 23} -> {18} (conf: 0.966, supp: 0.102, lift: 3.256, conv: 20.926)
{1, 18, 20, 23} -> {21} (conf: 0.929, supp: 0.102, lift: 3.254, conv: 10.116)
{1, 18, 20, 21} -> {23} (conf: 0.953, supp: 0.102, lift: 3.252, conv: 15.043)
{1, 20, 21, 24} -> {18} (conf: 0.959, supp: 0.103, lift: 3.231, conv: 17.110)
{1, 18, 20, 24} -> {21} (conf: 0.938, supp: 0.103, lift: 3.284, conv: 11.491)
{1, 18, 20, 21} -> {24} (conf: 0.965, supp: 0.103, lift: 3.323, conv: 20.538)
{1, 20, 21, 27} -> {18} (conf: 0.946, supp: 0.102, lift: 3.188, conv: 13.056)
{1, 18, 20, 27} -> {21} (conf: 0.961, supp: 0.102, lift: 3.364, conv: 18.138)
{1, 18, 20, 21} -> {27} (conf: 0.958, supp: 0.102, lift: 3.393, conv: 17.055)
{1, 20, 23, 24} -> {18} (conf: 0.973, supp: 0.104, lift: 3.280, conv: 26.376)
{1, 18, 20, 24} -> {23} (conf: 0.945, supp: 0.104, lift: 3.225, conv: 12.889)
{1, 18, 20, 23} -> {24} (conf: 0.949, supp: 0.104, lift: 3.266, conv: 13.876)
{1, 20, 23, 27} -> {18} (conf: 0.970, supp: 0.101, lift: 3.267, conv: 23.062)
{1, 18, 20, 27} -> {23} (conf: 0.950, supp: 0.101, lift: 3.243, conv: 14.257)
{1, 18, 20, 23} -> {27} (conf: 0.924, supp: 0.101, lift: 3.274, conv: 9.475)
{1, 20, 24, 25} -> {18} (conf: 0.960, supp: 0.101, lift: 3.235, conv: 17.640)
{1, 18, 20, 25} -> {24} (conf: 0.961, supp: 0.101, lift: 3.309, conv: 18.347)
{1, 18, 20, 24} -> {25} (conf: 0.919, supp: 0.101, lift: 3.208, conv: 8.801)
{1, 20, 24, 27} -> {18} (conf: 0.962, supp: 0.103, lift: 3.241, conv: 18.455)
{1, 18, 20, 27} -> {24} (conf: 0.968, supp: 0.103, lift: 3.330, conv: 21.927)
{1, 18, 20, 24} -> {27} (conf: 0.937, supp: 0.103, lift: 3.320, conv: 11.450)
{1, 20, 25, 27} -> {18} (conf: 0.943, supp: 0.101, lift: 3.176, conv: 12.250)
{1, 18, 20, 27} -> {25} (conf: 0.950, supp: 0.101, lift: 3.316, conv: 14.238)
{1, 18, 20, 25} -> {27} (conf: 0.963, supp: 0.101, lift: 3.410, conv: 19.180)
{1, 21, 23, 24} -> {18} (conf: 0.977, supp: 0.128, lift: 3.293, conv: 31.035)
{1, 18, 23, 24} -> {21} (conf: 0.943, supp: 0.128, lift: 3.303, conv: 12.606)
{1, 18, 21, 24} -> {23} (conf: 0.957, supp: 0.128, lift: 3.266, conv: 16.448)
{1, 18, 21, 23} -> {24} (conf: 0.968, supp: 0.128, lift: 3.330, conv: 21.956)
{1, 23, 24} -> {18, 21} (conf: 0.916, supp: 0.128, lift: 3.598, conv: 8.910)
{1, 21, 24} -> {18, 23} (conf: 0.913, supp: 0.128, lift: 3.396, conv: 8.444)
{1, 21, 23} -> {18, 24} (conf: 0.935, supp: 0.128, lift: 3.477, conv: 11.179)
{1, 18, 21} -> {23, 24} (conf: 0.920, supp: 0.128, lift: 3.549, conv: 9.278)
{1, 21, 23, 25} -> {18} (conf: 0.976, supp: 0.124, lift: 3.290, conv: 29.728)
{1, 18, 23, 25} -> {21} (conf: 0.960, supp: 0.124, lift: 3.361, conv: 17.791)
{1, 18, 21, 25} -> {23} (conf: 0.958, supp: 0.124, lift: 3.268, conv: 16.685)
{1, 18, 21, 23} -> {25} (conf: 0.938, supp: 0.124, lift: 3.273, conv: 11.441)
{1, 23, 25} -> {18, 21} (conf: 0.930, supp: 0.124, lift: 3.651, conv: 10.630)
{1, 21, 25} -> {18, 23} (conf: 0.902, supp: 0.124, lift: 3.355, conv: 7.487)
{1, 21, 23} -> {18, 25} (conf: 0.906, supp: 0.124, lift: 3.610, conv: 7.933)
{1, 21, 23, 27} -> {18} (conf: 0.974, supp: 0.128, lift: 3.283, conv: 27.504)
{1, 18, 23, 27} -> {21} (conf: 0.966, supp: 0.128, lift: 3.382, conv: 20.937)
{1, 18, 21, 27} -> {23} (conf: 0.960, supp: 0.128, lift: 3.275, conv: 17.570)
{1, 18, 21, 23} -> {27} (conf: 0.963, supp: 0.128, lift: 3.410, conv: 19.194)
{1, 23, 27} -> {18, 21} (conf: 0.936, supp: 0.128, lift: 3.674, conv: 11.609)
{1, 21, 27} -> {18, 23} (conf: 0.904, supp: 0.128, lift: 3.360, conv: 7.600)
{1, 21, 23} -> {18, 27} (conf: 0.930, supp: 0.128, lift: 3.639, conv: 10.588)
{1, 18, 27} -> {21, 23} (conf: 0.912, supp: 0.128, lift: 3.626, conv: 8.463)
{1, 18, 21} -> {23, 27} (conf: 0.915, supp: 0.128, lift: 3.674, conv: 8.869)
{1, 21, 24, 25} -> {18} (conf: 0.963, supp: 0.126, lift: 3.246, conv: 19.121)
{1, 18, 24, 25} -> {21} (conf: 0.951, supp: 0.126, lift: 3.330, conv: 14.572)
{1, 18, 21, 25} -> {24} (conf: 0.970, supp: 0.126, lift: 3.339, conv: 23.667)
{1, 18, 21, 24} -> {25} (conf: 0.939, supp: 0.126, lift: 3.279, conv: 11.755)
{1, 24, 25} -> {18, 21} (conf: 0.909, supp: 0.126, lift: 3.568, conv: 8.166)
{1, 21, 25} -> {18, 24} (conf: 0.914, supp: 0.126, lift: 3.401, conv: 8.507)
{1, 18, 25} -> {21, 24} (conf: 0.910, supp: 0.126, lift: 3.541, conv: 8.252)
{1, 18, 21} -> {24, 25} (conf: 0.903, supp: 0.126, lift: 3.589, conv: 7.725)
{1, 21, 24, 27} -> {18} (conf: 0.962, supp: 0.129, lift: 3.241, conv: 18.477)
{1, 18, 24, 27} -> {21} (conf: 0.957, supp: 0.129, lift: 3.352, conv: 16.771)
{1, 18, 21, 27} -> {24} (conf: 0.971, supp: 0.129, lift: 3.341, conv: 24.244)
{1, 18, 21, 24} -> {27} (conf: 0.963, supp: 0.129, lift: 3.411, conv: 19.335)
{1, 24, 27} -> {18, 21} (conf: 0.915, supp: 0.129, lift: 3.594, conv: 8.818)
{1, 21, 27} -> {18, 24} (conf: 0.914, supp: 0.129, lift: 3.401, conv: 8.517)
{1, 21, 24} -> {18, 27} (conf: 0.919, supp: 0.129, lift: 3.597, conv: 9.194)
{1, 18, 27} -> {21, 24} (conf: 0.922, supp: 0.129, lift: 3.587, conv: 9.522)
{1, 18, 21} -> {24, 27} (conf: 0.926, supp: 0.129, lift: 3.582, conv: 9.994)
{1, 21, 25, 27} -> {18} (conf: 0.952, supp: 0.127, lift: 3.207, conv: 14.563)
{1, 18, 25, 27} -> {21} (conf: 0.954, supp: 0.127, lift: 3.341, conv: 15.574)
{1, 18, 21, 27} -> {25} (conf: 0.951, supp: 0.127, lift: 3.320, conv: 14.574)
{1, 18, 21, 25} -> {27} (conf: 0.974, supp: 0.127, lift: 3.451, conv: 27.823)
{1, 21, 25} -> {18, 27} (conf: 0.918, supp: 0.127, lift: 3.593, conv: 9.077)
{1, 18, 27} -> {21, 25} (conf: 0.903, supp: 0.127, lift: 3.636, conv: 7.769)
{1, 18, 25} -> {21, 27} (conf: 0.914, supp: 0.127, lift: 3.552, conv: 8.625)
{1, 18, 21} -> {25, 27} (conf: 0.907, supp: 0.127, lift: 3.534, conv: 7.994)
{1, 23, 24, 25} -> {18} (conf: 0.978, supp: 0.125, lift: 3.295, conv: 31.719)
{1, 18, 24, 25} -> {23} (conf: 0.947, supp: 0.125, lift: 3.232, conv: 13.379)
{1, 18, 23, 25} -> {24} (conf: 0.968, supp: 0.125, lift: 3.333, conv: 22.427)
{1, 18, 23, 24} -> {25} (conf: 0.922, supp: 0.125, lift: 3.219, conv: 9.165)
{1, 24, 25} -> {18, 23} (conf: 0.905, supp: 0.125, lift: 3.365, conv: 7.702)
{1, 23, 25} -> {18, 24} (conf: 0.938, supp: 0.125, lift: 3.491, conv: 11.822)
{1, 18, 25} -> {23, 24} (conf: 0.906, supp: 0.125, lift: 3.496, conv: 7.906)
{1, 23, 24, 27} -> {18} (conf: 0.977, supp: 0.128, lift: 3.293, conv: 31.004)
{1, 18, 24, 27} -> {23} (conf: 0.951, supp: 0.128, lift: 3.244, conv: 14.311)
{1, 18, 23, 27} -> {24} (conf: 0.970, supp: 0.128, lift: 3.338, conv: 23.636)
{1, 18, 23, 24} -> {27} (conf: 0.942, supp: 0.128, lift: 3.338, conv: 12.453)
{1, 24, 27} -> {18, 23} (conf: 0.909, supp: 0.128, lift: 3.379, conv: 8.032)
{1, 23, 27} -> {18, 24} (conf: 0.940, supp: 0.128, lift: 3.497, conv: 12.143)
{1, 23, 24} -> {18, 27} (conf: 0.915, supp: 0.128, lift: 3.583, conv: 8.802)
{1, 18, 27} -> {23, 24} (conf: 0.915, supp: 0.128, lift: 3.531, conv: 8.758)
{1, 23, 25, 27} -> {18} (conf: 0.976, supp: 0.126, lift: 3.289, conv: 29.374)
{1, 18, 25, 27} -> {23} (conf: 0.949, supp: 0.126, lift: 3.240, conv: 13.991)
{1, 18, 23, 27} -> {25} (conf: 0.952, supp: 0.126, lift: 3.325, conv: 14.999)
{1, 18, 23, 25} -> {27} (conf: 0.972, supp: 0.126, lift: 3.442, conv: 25.351)
{1, 23, 27} -> {18, 25} (conf: 0.923, supp: 0.126, lift: 3.679, conv: 9.701)
{1, 23, 25} -> {18, 27} (conf: 0.941, supp: 0.126, lift: 3.684, conv: 12.697)
{1, 18, 25} -> {23, 27} (conf: 0.909, supp: 0.126, lift: 3.650, conv: 8.290)
{1, 24, 25, 27} -> {18} (conf: 0.963, supp: 0.128, lift: 3.245, conv: 19.054)
{1, 18, 25, 27} -> {24} (conf: 0.969, supp: 0.128, lift: 3.334, conv: 22.641)
{1, 18, 24, 27} -> {25} (conf: 0.952, supp: 0.128, lift: 3.324, conv: 14.949)
{1, 18, 24, 25} -> {27} (conf: 0.970, supp: 0.128, lift: 3.435, conv: 23.628)
{1, 25, 27} -> {18, 24} (conf: 0.909, supp: 0.128, lift: 3.382, conv: 8.036)
{1, 24, 27} -> {18, 25} (conf: 0.911, supp: 0.128, lift: 3.630, conv: 8.378)
{1, 24, 25} -> {18, 27} (conf: 0.927, supp: 0.128, lift: 3.626, conv: 10.137)
{1, 18, 27} -> {24, 25} (conf: 0.917, supp: 0.128, lift: 3.644, conv: 9.019)
{1, 18, 25} -> {24, 27} (conf: 0.928, supp: 0.128, lift: 3.590, conv: 10.272)
{1, 20, 23, 24} -> {21} (conf: 0.947, supp: 0.101, lift: 3.315, conv: 13.442)
{1, 20, 21, 24} -> {23} (conf: 0.940, supp: 0.101, lift: 3.208, conv: 11.800)
{1, 20, 21, 23} -> {24} (conf: 0.960, supp: 0.101, lift: 3.303, conv: 17.654)
{1, 20, 23, 27} -> {21} (conf: 0.966, supp: 0.101, lift: 3.381, conv: 20.744)
{1, 20, 21, 27} -> {23} (conf: 0.932, supp: 0.101, lift: 3.181, conv: 10.439)
{1, 20, 21, 23} -> {27} (conf: 0.957, supp: 0.101, lift: 3.391, conv: 16.749)
{1, 20, 24, 25} -> {21} (conf: 0.955, supp: 0.100, lift: 3.344, conv: 15.867)
{1, 20, 21, 25} -> {24} (conf: 0.953, supp: 0.100, lift: 3.279, conv: 14.967)
{1, 20, 21, 24} -> {25} (conf: 0.935, supp: 0.100, lift: 3.262, conv: 10.897)
{1, 20, 24, 27} -> {21} (conf: 0.963, supp: 0.103, lift: 3.373, conv: 19.462)
{1, 20, 21, 27} -> {24} (conf: 0.954, supp: 0.103, lift: 3.285, conv: 15.575)
{1, 20, 21, 24} -> {27} (conf: 0.960, supp: 0.103, lift: 3.400, conv: 17.840)
{1, 20, 25, 27} -> {21} (conf: 0.953, supp: 0.102, lift: 3.336, conv: 15.108)
{1, 20, 21, 27} -> {25} (conf: 0.946, supp: 0.102, lift: 3.301, conv: 13.121)
{1, 20, 21, 25} -> {27} (conf: 0.969, supp: 0.102, lift: 3.434, conv: 23.369)
{1, 20, 24, 27} -> {23} (conf: 0.940, supp: 0.101, lift: 3.208, conv: 11.791)
{1, 20, 23, 27} -> {24} (conf: 0.965, supp: 0.101, lift: 3.320, conv: 20.077)
{1, 20, 23, 24} -> {27} (conf: 0.943, supp: 0.101, lift: 3.342, conv: 12.668)
{1, 20, 25, 27} -> {24} (conf: 0.948, supp: 0.102, lift: 3.262, conv: 13.553)
{1, 20, 24, 27} -> {25} (conf: 0.949, supp: 0.102, lift: 3.314, conv: 14.076)
{1, 20, 24, 25} -> {27} (conf: 0.967, supp: 0.102, lift: 3.424, conv: 21.451)
{1, 23, 24, 25} -> {21} (conf: 0.963, supp: 0.124, lift: 3.370, conv: 19.058)
{1, 21, 24, 25} -> {23} (conf: 0.944, supp: 0.124, lift: 3.222, conv: 12.699)
{1, 21, 23, 25} -> {24} (conf: 0.970, supp: 0.124, lift: 3.337, conv: 23.326)
{1, 21, 23, 24} -> {25} (conf: 0.940, supp: 0.124, lift: 3.283, conv: 11.978)
{1, 23, 25} -> {21, 24} (conf: 0.923, supp: 0.124, lift: 3.593, conv: 9.707)
{1, 23, 24, 27} -> {21} (conf: 0.967, supp: 0.127, lift: 3.385, conv: 21.493)
{1, 21, 24, 27} -> {23} (conf: 0.945, supp: 0.127, lift: 3.224, conv: 12.805)
{1, 21, 23, 27} -> {24} (conf: 0.968, supp: 0.127, lift: 3.332, conv: 22.173)
{1, 21, 23, 24} -> {27} (conf: 0.966, supp: 0.127, lift: 3.421, conv: 20.984)
{1, 23, 27} -> {21, 24} (conf: 0.930, supp: 0.127, lift: 3.617, conv: 10.558)
{1, 23, 24} -> {21, 27} (conf: 0.906, supp: 0.127, lift: 3.520, conv: 7.862)
{1, 21, 24} -> {23, 27} (conf: 0.903, supp: 0.127, lift: 3.623, conv: 7.712)
{1, 21, 23} -> {24, 27} (conf: 0.924, supp: 0.127, lift: 3.573, conv: 9.699)
{1, 23, 25, 27} -> {21} (conf: 0.965, supp: 0.124, lift: 3.379, conv: 20.430)
{1, 21, 25, 27} -> {23} (conf: 0.936, supp: 0.124, lift: 3.195, conv: 11.109)
{1, 21, 23, 27} -> {25} (conf: 0.950, supp: 0.124, lift: 3.316, conv: 14.273)
{1, 21, 23, 25} -> {27} (conf: 0.977, supp: 0.124, lift: 3.462, conv: 31.515)
{1, 23, 27} -> {21, 25} (conf: 0.912, supp: 0.124, lift: 3.672, conv: 8.574)
{1, 23, 25} -> {21, 27} (conf: 0.931, supp: 0.124, lift: 3.618, conv: 10.722)
{1, 21, 25} -> {23, 27} (conf: 0.903, supp: 0.124, lift: 3.625, conv: 7.755)
{1, 21, 23} -> {25, 27} (conf: 0.906, supp: 0.124, lift: 3.531, conv: 7.940)
{1, 24, 25, 27} -> {21} (conf: 0.957, supp: 0.128, lift: 3.351, conv: 16.583)
{1, 21, 25, 27} -> {24} (conf: 0.960, supp: 0.128, lift: 3.304, conv: 17.744)
{1, 21, 24, 27} -> {25} (conf: 0.951, supp: 0.128, lift: 3.319, conv: 14.458)
{1, 21, 24, 25} -> {27} (conf: 0.976, supp: 0.128, lift: 3.457, conv: 29.677)
{1, 25, 27} -> {21, 24} (conf: 0.903, supp: 0.128, lift: 3.514, conv: 7.674)
{1, 24, 27} -> {21, 25} (conf: 0.905, supp: 0.128, lift: 3.642, conv: 7.889)
{1, 24, 25} -> {21, 27} (conf: 0.921, supp: 0.128, lift: 3.578, conv: 9.356)
{1, 21, 27} -> {24, 25} (conf: 0.903, supp: 0.128, lift: 3.590, conv: 7.749)
{1, 21, 25} -> {24, 27} (conf: 0.926, supp: 0.128, lift: 3.583, conv: 10.019)
{1, 21, 24} -> {25, 27} (conf: 0.908, supp: 0.128, lift: 3.539, conv: 8.100)
{1, 24, 25, 27} -> {23} (conf: 0.939, supp: 0.125, lift: 3.204, conv: 11.581)
{1, 23, 25, 27} -> {24} (conf: 0.971, supp: 0.125, lift: 3.341, conv: 24.326)
{1, 23, 24, 27} -> {25} (conf: 0.954, supp: 0.125, lift: 3.332, conv: 15.680)
{1, 23, 24, 25} -> {27} (conf: 0.976, supp: 0.125, lift: 3.457, conv: 29.822)
{1, 24, 25} -> {23, 27} (conf: 0.903, supp: 0.125, lift: 3.626, conv: 7.768)
{1, 23, 27} -> {24, 25} (conf: 0.918, supp: 0.125, lift: 3.648, conv: 9.108)
{1, 23, 25} -> {24, 27} (conf: 0.936, supp: 0.125, lift: 3.623, conv: 11.646)
{3, 18, 21, 23} -> {2} (conf: 0.925, supp: 0.101, lift: 2.263, conv: 7.920)
{2, 3, 21, 23} -> {18} (conf: 0.974, supp: 0.101, lift: 3.283, conv: 27.293)
{2, 3, 18, 23} -> {21} (conf: 0.929, supp: 0.101, lift: 3.254, conv: 10.113)
{2, 3, 18, 21} -> {23} (conf: 0.954, supp: 0.101, lift: 3.254, conv: 15.241)
{3, 18, 21, 24} -> {2} (conf: 0.923, supp: 0.103, lift: 2.257, conv: 7.703)
{2, 3, 21, 24} -> {18} (conf: 0.968, supp: 0.103, lift: 3.260, conv: 21.674)
{2, 3, 18, 24} -> {21} (conf: 0.935, supp: 0.103, lift: 3.272, conv: 10.923)
{2, 3, 18, 21} -> {24} (conf: 0.968, supp: 0.103, lift: 3.331, conv: 21.981)
{3, 18, 21, 25} -> {2} (conf: 0.927, supp: 0.100, lift: 2.265, conv: 8.043)
{2, 3, 21, 25} -> {18} (conf: 0.960, supp: 0.100, lift: 3.234, conv: 17.453)
{2, 3, 18, 25} -> {21} (conf: 0.945, supp: 0.100, lift: 3.308, conv: 12.946)
{2, 3, 18, 21} -> {25} (conf: 0.945, supp: 0.100, lift: 3.299, conv: 13.009)
{3, 18, 21, 27} -> {2} (conf: 0.923, supp: 0.102, lift: 2.256, conv: 7.660)
{2, 3, 21, 27} -> {18} (conf: 0.959, supp: 0.102, lift: 3.231, conv: 17.058)
{2, 3, 18, 27} -> {21} (conf: 0.955, supp: 0.102, lift: 3.343, conv: 15.783)
{2, 3, 18, 21} -> {27} (conf: 0.960, supp: 0.102, lift: 3.400, conv: 17.848)
{3, 18, 23, 24} -> {2} (conf: 0.927, supp: 0.104, lift: 2.267, conv: 8.126)
{2, 3, 23, 24} -> {18} (conf: 0.978, supp: 0.104, lift: 3.295, conv: 31.584)
{2, 3, 18, 24} -> {23} (conf: 0.942, supp: 0.104, lift: 3.216, conv: 12.279)
{2, 3, 18, 23} -> {24} (conf: 0.951, supp: 0.104, lift: 3.273, conv: 14.483)
